2024-03-28 14:18:19,092 INFO    StreamThr :34273 [internal.py:wandb_internal():86] W&B internal server running at pid: 34273, started at: 2024-03-28 14:18:19.092514
2024-03-28 14:18:19,093 DEBUG   HandlerThread:34273 [handler.py:handle_request():146] handle_request: status
2024-03-28 14:18:19,094 INFO    WriterThread:34273 [datastore.py:open_for_write():87] open: /home/yujustin/SSD/DeepUL294Proj/DUL294P/wandb/run-20240328_141819-0tccpizx/run-0tccpizx.wandb
2024-03-28 14:18:19,094 DEBUG   SenderThread:34273 [sender.py:send():379] send: header
2024-03-28 14:18:19,096 DEBUG   SenderThread:34273 [sender.py:send():379] send: run
2024-03-28 14:18:19,500 INFO    SenderThread:34273 [dir_watcher.py:__init__():211] watching files in: /home/yujustin/SSD/DeepUL294Proj/DUL294P/wandb/run-20240328_141819-0tccpizx/files
2024-03-28 14:18:19,500 INFO    SenderThread:34273 [sender.py:_start_run_threads():1124] run started: 0tccpizx with start time 1711660699.092403
2024-03-28 14:18:19,504 DEBUG   HandlerThread:34273 [handler.py:handle_request():146] handle_request: check_version
2024-03-28 14:18:19,504 DEBUG   SenderThread:34273 [sender.py:send_request():406] send_request: check_version
2024-03-28 14:18:19,555 DEBUG   HandlerThread:34273 [handler.py:handle_request():146] handle_request: run_start
2024-03-28 14:18:19,562 DEBUG   HandlerThread:34273 [system_info.py:__init__():26] System info init
2024-03-28 14:18:19,562 DEBUG   HandlerThread:34273 [system_info.py:__init__():41] System info init done
2024-03-28 14:18:19,562 INFO    HandlerThread:34273 [system_monitor.py:start():194] Starting system monitor
2024-03-28 14:18:19,562 INFO    SystemMonitor:34273 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-03-28 14:18:19,562 INFO    HandlerThread:34273 [system_monitor.py:probe():214] Collecting system info
2024-03-28 14:18:19,562 INFO    SystemMonitor:34273 [interfaces.py:start():190] Started cpu monitoring
2024-03-28 14:18:19,563 INFO    SystemMonitor:34273 [interfaces.py:start():190] Started disk monitoring
2024-03-28 14:18:19,563 INFO    SystemMonitor:34273 [interfaces.py:start():190] Started gpu monitoring
2024-03-28 14:18:19,563 INFO    SystemMonitor:34273 [interfaces.py:start():190] Started memory monitoring
2024-03-28 14:18:19,563 INFO    SystemMonitor:34273 [interfaces.py:start():190] Started network monitoring
2024-03-28 14:18:19,573 DEBUG   HandlerThread:34273 [system_info.py:probe():150] Probing system
2024-03-28 14:18:19,574 DEBUG   HandlerThread:34273 [system_info.py:_probe_git():135] Probing git
2024-03-28 14:18:19,578 DEBUG   HandlerThread:34273 [system_info.py:_probe_git():143] Probing git done
2024-03-28 14:18:19,578 DEBUG   HandlerThread:34273 [system_info.py:probe():198] Probing system done
2024-03-28 14:18:19,578 DEBUG   HandlerThread:34273 [system_monitor.py:probe():223] {'os': 'Linux-6.5.0-26-generic-x86_64-with-glibc2.35', 'python': '3.11.8', 'heartbeatAt': '2024-03-28T21:18:19.573487', 'startedAt': '2024-03-28T21:18:19.090364', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/home/yujustin/SSD/DeepUL294Proj/DUL294P/train_gen.py', 'codePathLocal': 'train_gen.py', 'codePath': 'DUL294P/train_gen.py', 'git': {'remote': 'https://github.com/uynitsuj/DeepUL294Proj.git', 'commit': '4ea2c2a333414e16ff3586a1e02b27ded374213c'}, 'email': 'yujustin8@gmail.com', 'root': '/home/yujustin/SSD/DeepUL294Proj', 'host': 'Guilty-Spark', 'username': 'yujustin', 'executable': '/home/yujustin/anaconda3/envs/fov/bin/python', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 2890.4115625, 'min': 400.0, 'max': 5573.0}, 'cpu_freq_per_core': [{'current': 400.0, 'min': 400.0, 'max': 5573.0}, {'current': 3588.015, 'min': 400.0, 'max': 5573.0}, {'current': 400.0, 'min': 400.0, 'max': 5573.0}, {'current': 3715.26, 'min': 400.0, 'max': 5573.0}, {'current': 400.0, 'min': 400.0, 'max': 5573.0}, {'current': 400.0, 'min': 400.0, 'max': 5573.0}, {'current': 4490.911, 'min': 400.0, 'max': 5573.0}, {'current': 3686.64, 'min': 400.0, 'max': 5573.0}, {'current': 3588.137, 'min': 400.0, 'max': 5573.0}, {'current': 4087.901, 'min': 400.0, 'max': 5573.0}, {'current': 4326.071, 'min': 400.0, 'max': 5573.0}, {'current': 4166.242, 'min': 400.0, 'max': 5573.0}, {'current': 4342.541, 'min': 400.0, 'max': 5573.0}, {'current': 3778.734, 'min': 400.0, 'max': 5573.0}, {'current': 400.0, 'min': 400.0, 'max': 5573.0}, {'current': 4476.133, 'min': 400.0, 'max': 5573.0}], 'disk': {'/': {'total': 567.2868194580078, 'used': 412.2304801940918}}, 'gpu': 'NVIDIA GeForce RTX 4090', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 4090', 'memory_total': 25757220864}], 'memory': {'total': 30.492889404296875}}
2024-03-28 14:18:19,578 INFO    HandlerThread:34273 [system_monitor.py:probe():224] Finished collecting system info
2024-03-28 14:18:19,578 INFO    HandlerThread:34273 [system_monitor.py:probe():227] Publishing system info
2024-03-28 14:18:19,578 DEBUG   HandlerThread:34273 [system_info.py:_save_conda():207] Saving list of conda packages installed into the current environment
2024-03-28 14:18:20,501 INFO    Thread-12 :34273 [dir_watcher.py:_on_file_created():271] file/dir created: /home/yujustin/SSD/DeepUL294Proj/DUL294P/wandb/run-20240328_141819-0tccpizx/files/conda-environment.yaml
2024-03-28 14:18:21,394 DEBUG   HandlerThread:34273 [system_info.py:_save_conda():222] Saving conda packages done
2024-03-28 14:18:21,394 DEBUG   HandlerThread:34273 [system_info.py:_save_code():44] Saving code
2024-03-28 14:18:21,396 DEBUG   HandlerThread:34273 [system_info.py:_save_code():65] Saving code done
2024-03-28 14:18:21,396 DEBUG   HandlerThread:34273 [system_info.py:_save_patches():82] Saving git patches
2024-03-28 14:18:21,437 DEBUG   HandlerThread:34273 [system_info.py:_save_patches():124] Saving git patches done
2024-03-28 14:18:21,438 INFO    HandlerThread:34273 [system_monitor.py:probe():229] Finished publishing system info
2024-03-28 14:18:21,439 DEBUG   SenderThread:34273 [sender.py:send():379] send: files
2024-03-28 14:18:21,439 INFO    SenderThread:34273 [sender.py:_save_file():1390] saving file wandb-metadata.json with policy now
2024-03-28 14:18:21,439 INFO    SenderThread:34273 [sender.py:_save_file():1390] saving file code/DUL294P/train_gen.py with policy now
2024-03-28 14:18:21,439 INFO    SenderThread:34273 [sender.py:_save_file():1390] saving file diff.patch with policy now
2024-03-28 14:18:21,487 DEBUG   HandlerThread:34273 [handler.py:handle_request():146] handle_request: python_packages
2024-03-28 14:18:21,487 DEBUG   SenderThread:34273 [sender.py:send_request():406] send_request: python_packages
2024-03-28 14:18:21,488 DEBUG   HandlerThread:34273 [handler.py:handle_request():146] handle_request: stop_status
2024-03-28 14:18:21,488 DEBUG   SenderThread:34273 [sender.py:send_request():406] send_request: stop_status
2024-03-28 14:18:21,488 DEBUG   HandlerThread:34273 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-28 14:18:21,501 INFO    Thread-12 :34273 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/yujustin/SSD/DeepUL294Proj/DUL294P/wandb/run-20240328_141819-0tccpizx/files/conda-environment.yaml
2024-03-28 14:18:21,501 INFO    Thread-12 :34273 [dir_watcher.py:_on_file_created():271] file/dir created: /home/yujustin/SSD/DeepUL294Proj/DUL294P/wandb/run-20240328_141819-0tccpizx/files/code/DUL294P/train_gen.py
2024-03-28 14:18:21,501 INFO    Thread-12 :34273 [dir_watcher.py:_on_file_created():271] file/dir created: /home/yujustin/SSD/DeepUL294Proj/DUL294P/wandb/run-20240328_141819-0tccpizx/files/requirements.txt
