2024-03-28 16:11:03,226 INFO    StreamThr :4360 [internal.py:wandb_internal():86] W&B internal server running at pid: 4360, started at: 2024-03-28 16:11:03.225966
2024-03-28 16:11:03,226 DEBUG   HandlerThread:4360 [handler.py:handle_request():146] handle_request: status
2024-03-28 16:11:03,227 INFO    WriterThread:4360 [datastore.py:open_for_write():87] open: /home/yujustin/SSD/DeepUL294Proj/DUL294P/wandb/run-20240328_161103-358j1d69/run-358j1d69.wandb
2024-03-28 16:11:03,228 DEBUG   SenderThread:4360 [sender.py:send():379] send: header
2024-03-28 16:11:03,229 DEBUG   SenderThread:4360 [sender.py:send():379] send: run
2024-03-28 16:11:03,634 INFO    SenderThread:4360 [dir_watcher.py:__init__():211] watching files in: /home/yujustin/SSD/DeepUL294Proj/DUL294P/wandb/run-20240328_161103-358j1d69/files
2024-03-28 16:11:03,634 INFO    SenderThread:4360 [sender.py:_start_run_threads():1124] run started: 358j1d69 with start time 1711667463.225891
2024-03-28 16:11:03,638 DEBUG   HandlerThread:4360 [handler.py:handle_request():146] handle_request: check_version
2024-03-28 16:11:03,638 DEBUG   SenderThread:4360 [sender.py:send_request():406] send_request: check_version
2024-03-28 16:11:03,686 DEBUG   HandlerThread:4360 [handler.py:handle_request():146] handle_request: run_start
2024-03-28 16:11:03,692 DEBUG   HandlerThread:4360 [system_info.py:__init__():26] System info init
2024-03-28 16:11:03,692 DEBUG   HandlerThread:4360 [system_info.py:__init__():41] System info init done
2024-03-28 16:11:03,692 INFO    HandlerThread:4360 [system_monitor.py:start():194] Starting system monitor
2024-03-28 16:11:03,693 INFO    SystemMonitor:4360 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-03-28 16:11:03,693 INFO    HandlerThread:4360 [system_monitor.py:probe():214] Collecting system info
2024-03-28 16:11:03,693 INFO    SystemMonitor:4360 [interfaces.py:start():190] Started cpu monitoring
2024-03-28 16:11:03,693 INFO    SystemMonitor:4360 [interfaces.py:start():190] Started disk monitoring
2024-03-28 16:11:03,693 INFO    SystemMonitor:4360 [interfaces.py:start():190] Started gpu monitoring
2024-03-28 16:11:03,694 INFO    SystemMonitor:4360 [interfaces.py:start():190] Started memory monitoring
2024-03-28 16:11:03,694 INFO    SystemMonitor:4360 [interfaces.py:start():190] Started network monitoring
2024-03-28 16:11:03,703 DEBUG   HandlerThread:4360 [system_info.py:probe():150] Probing system
2024-03-28 16:11:03,704 DEBUG   HandlerThread:4360 [system_info.py:_probe_git():135] Probing git
2024-03-28 16:11:03,708 DEBUG   HandlerThread:4360 [system_info.py:_probe_git():143] Probing git done
2024-03-28 16:11:03,708 DEBUG   HandlerThread:4360 [system_info.py:probe():198] Probing system done
2024-03-28 16:11:03,708 DEBUG   HandlerThread:4360 [system_monitor.py:probe():223] {'os': 'Linux-6.5.0-26-generic-x86_64-with-glibc2.35', 'python': '3.11.8', 'heartbeatAt': '2024-03-28T23:11:03.703591', 'startedAt': '2024-03-28T23:11:03.224013', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/home/yujustin/SSD/DeepUL294Proj/DUL294P/train_gen.py', 'codePathLocal': 'train_gen.py', 'codePath': 'DUL294P/train_gen.py', 'git': {'remote': 'https://github.com/uynitsuj/DeepUL294Proj.git', 'commit': '4ea2c2a333414e16ff3586a1e02b27ded374213c'}, 'email': 'yujustin8@gmail.com', 'root': '/home/yujustin/SSD/DeepUL294Proj', 'host': 'Guilty-Spark', 'username': 'yujustin', 'executable': '/home/yujustin/anaconda3/envs/fov/bin/python', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 2162.403125, 'min': 400.0, 'max': 5573.0}, 'cpu_freq_per_core': [{'current': 400.0, 'min': 400.0, 'max': 5573.0}, {'current': 4483.341, 'min': 400.0, 'max': 5573.0}, {'current': 400.0, 'min': 400.0, 'max': 5573.0}, {'current': 3586.978, 'min': 400.0, 'max': 5573.0}, {'current': 400.0, 'min': 400.0, 'max': 5573.0}, {'current': 4457.299, 'min': 400.0, 'max': 5573.0}, {'current': 3729.081, 'min': 400.0, 'max': 5573.0}, {'current': 400.0, 'min': 400.0, 'max': 5573.0}, {'current': 4485.767, 'min': 400.0, 'max': 5573.0}, {'current': 4336.231, 'min': 400.0, 'max': 5573.0}, {'current': 3592.907, 'min': 400.0, 'max': 5573.0}, {'current': 4490.047, 'min': 400.0, 'max': 5573.0}, {'current': 4490.96, 'min': 400.0, 'max': 5573.0}, {'current': 400.0, 'min': 400.0, 'max': 5573.0}, {'current': 4378.615, 'min': 400.0, 'max': 5573.0}, {'current': 3589.342, 'min': 400.0, 'max': 5573.0}], 'disk': {'/': {'total': 567.2868194580078, 'used': 412.80828857421875}}, 'gpu': 'NVIDIA GeForce RTX 4090', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 4090', 'memory_total': 25757220864}], 'memory': {'total': 30.49289321899414}}
2024-03-28 16:11:03,708 INFO    HandlerThread:4360 [system_monitor.py:probe():224] Finished collecting system info
2024-03-28 16:11:03,708 INFO    HandlerThread:4360 [system_monitor.py:probe():227] Publishing system info
2024-03-28 16:11:03,708 DEBUG   HandlerThread:4360 [system_info.py:_save_conda():207] Saving list of conda packages installed into the current environment
2024-03-28 16:11:04,635 INFO    Thread-12 :4360 [dir_watcher.py:_on_file_created():271] file/dir created: /home/yujustin/SSD/DeepUL294Proj/DUL294P/wandb/run-20240328_161103-358j1d69/files/conda-environment.yaml
2024-03-28 16:11:05,575 DEBUG   HandlerThread:4360 [system_info.py:_save_conda():222] Saving conda packages done
2024-03-28 16:11:05,575 DEBUG   HandlerThread:4360 [system_info.py:_save_code():44] Saving code
2024-03-28 16:11:05,577 DEBUG   HandlerThread:4360 [system_info.py:_save_code():65] Saving code done
2024-03-28 16:11:05,577 DEBUG   HandlerThread:4360 [system_info.py:_save_patches():82] Saving git patches
2024-03-28 16:11:05,619 DEBUG   HandlerThread:4360 [system_info.py:_save_patches():124] Saving git patches done
2024-03-28 16:11:05,619 INFO    HandlerThread:4360 [system_monitor.py:probe():229] Finished publishing system info
2024-03-28 16:11:05,620 DEBUG   SenderThread:4360 [sender.py:send():379] send: files
2024-03-28 16:11:05,620 INFO    SenderThread:4360 [sender.py:_save_file():1390] saving file wandb-metadata.json with policy now
2024-03-28 16:11:05,620 INFO    SenderThread:4360 [sender.py:_save_file():1390] saving file code/DUL294P/train_gen.py with policy now
2024-03-28 16:11:05,620 INFO    SenderThread:4360 [sender.py:_save_file():1390] saving file diff.patch with policy now
2024-03-28 16:11:05,635 INFO    Thread-12 :4360 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/yujustin/SSD/DeepUL294Proj/DUL294P/wandb/run-20240328_161103-358j1d69/files/conda-environment.yaml
2024-03-28 16:11:05,635 INFO    Thread-12 :4360 [dir_watcher.py:_on_file_created():271] file/dir created: /home/yujustin/SSD/DeepUL294Proj/DUL294P/wandb/run-20240328_161103-358j1d69/files/wandb-metadata.json
2024-03-28 16:11:05,635 INFO    Thread-12 :4360 [dir_watcher.py:_on_file_created():271] file/dir created: /home/yujustin/SSD/DeepUL294Proj/DUL294P/wandb/run-20240328_161103-358j1d69/files/code/DUL294P/train_gen.py
2024-03-28 16:11:05,635 INFO    Thread-12 :4360 [dir_watcher.py:_on_file_created():271] file/dir created: /home/yujustin/SSD/DeepUL294Proj/DUL294P/wandb/run-20240328_161103-358j1d69/files/diff.patch
2024-03-28 16:11:05,635 INFO    Thread-12 :4360 [dir_watcher.py:_on_file_created():271] file/dir created: /home/yujustin/SSD/DeepUL294Proj/DUL294P/wandb/run-20240328_161103-358j1d69/files/code
2024-03-28 16:11:05,635 INFO    Thread-12 :4360 [dir_watcher.py:_on_file_created():271] file/dir created: /home/yujustin/SSD/DeepUL294Proj/DUL294P/wandb/run-20240328_161103-358j1d69/files/code/DUL294P
2024-03-28 16:11:05,668 DEBUG   HandlerThread:4360 [handler.py:handle_request():146] handle_request: python_packages
2024-03-28 16:11:05,669 DEBUG   SenderThread:4360 [sender.py:send_request():406] send_request: python_packages
2024-03-28 16:11:05,669 DEBUG   HandlerThread:4360 [handler.py:handle_request():146] handle_request: stop_status
2024-03-28 16:11:05,669 DEBUG   SenderThread:4360 [sender.py:send_request():406] send_request: stop_status
2024-03-28 16:11:05,670 DEBUG   HandlerThread:4360 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-28 16:11:05,796 DEBUG   SenderThread:4360 [sender.py:send():379] send: telemetry
2024-03-28 16:11:06,089 INFO    wandb-upload_0:4360 [upload_job.py:push():131] Uploaded file /tmp/tmpnpens4juwandb/93j7s55i-wandb-metadata.json
2024-03-28 16:11:06,298 INFO    wandb-upload_1:4360 [upload_job.py:push():131] Uploaded file /tmp/tmpnpens4juwandb/9mydochs-code/DUL294P/train_gen.py
2024-03-28 16:11:06,298 INFO    wandb-upload_2:4360 [upload_job.py:push():131] Uploaded file /tmp/tmpnpens4juwandb/4brdmyba-diff.patch
2024-03-28 16:11:06,636 INFO    Thread-12 :4360 [dir_watcher.py:_on_file_created():271] file/dir created: /home/yujustin/SSD/DeepUL294Proj/DUL294P/wandb/run-20240328_161103-358j1d69/files/output.log
2024-03-28 16:11:06,636 INFO    Thread-12 :4360 [dir_watcher.py:_on_file_created():271] file/dir created: /home/yujustin/SSD/DeepUL294Proj/DUL294P/wandb/run-20240328_161103-358j1d69/files/requirements.txt
2024-03-28 16:11:07,661 DEBUG   SenderThread:4360 [sender.py:send():379] send: exit
2024-03-28 16:11:07,661 INFO    SenderThread:4360 [sender.py:send_exit():586] handling exit code: 1
2024-03-28 16:11:07,661 INFO    SenderThread:4360 [sender.py:send_exit():588] handling runtime: 3
2024-03-28 16:11:07,661 INFO    SenderThread:4360 [sender.py:_save_file():1390] saving file wandb-summary.json with policy end
2024-03-28 16:11:07,661 INFO    SenderThread:4360 [sender.py:send_exit():594] send defer
2024-03-28 16:11:07,662 DEBUG   HandlerThread:4360 [handler.py:handle_request():146] handle_request: defer
2024-03-28 16:11:07,662 INFO    HandlerThread:4360 [handler.py:handle_request_defer():172] handle defer: 0
2024-03-28 16:11:07,662 DEBUG   SenderThread:4360 [sender.py:send_request():406] send_request: defer
2024-03-28 16:11:07,662 INFO    SenderThread:4360 [sender.py:send_request_defer():610] handle sender defer: 0
2024-03-28 16:11:07,662 INFO    SenderThread:4360 [sender.py:transition_state():614] send defer: 1
2024-03-28 16:11:07,662 DEBUG   HandlerThread:4360 [handler.py:handle_request():146] handle_request: defer
2024-03-28 16:11:07,662 INFO    HandlerThread:4360 [handler.py:handle_request_defer():172] handle defer: 1
2024-03-28 16:11:07,662 DEBUG   SenderThread:4360 [sender.py:send_request():406] send_request: defer
2024-03-28 16:11:07,662 INFO    SenderThread:4360 [sender.py:send_request_defer():610] handle sender defer: 1
2024-03-28 16:11:07,662 INFO    SenderThread:4360 [sender.py:transition_state():614] send defer: 2
2024-03-28 16:11:07,662 DEBUG   HandlerThread:4360 [handler.py:handle_request():146] handle_request: defer
2024-03-28 16:11:07,662 INFO    HandlerThread:4360 [handler.py:handle_request_defer():172] handle defer: 2
2024-03-28 16:11:07,662 INFO    HandlerThread:4360 [system_monitor.py:finish():203] Stopping system monitor
2024-03-28 16:11:07,662 DEBUG   SystemMonitor:4360 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-03-28 16:11:07,662 DEBUG   SystemMonitor:4360 [system_monitor.py:_start():179] Finished system metrics aggregation loop
2024-03-28 16:11:07,662 INFO    HandlerThread:4360 [interfaces.py:finish():202] Joined cpu monitor
2024-03-28 16:11:07,662 DEBUG   SystemMonitor:4360 [system_monitor.py:_start():183] Publishing last batch of metrics
2024-03-28 16:11:07,662 INFO    HandlerThread:4360 [interfaces.py:finish():202] Joined disk monitor
2024-03-28 16:11:07,696 INFO    HandlerThread:4360 [interfaces.py:finish():202] Joined gpu monitor
2024-03-28 16:11:07,696 INFO    HandlerThread:4360 [interfaces.py:finish():202] Joined memory monitor
2024-03-28 16:11:07,696 INFO    HandlerThread:4360 [interfaces.py:finish():202] Joined network monitor
2024-03-28 16:11:07,696 DEBUG   SenderThread:4360 [sender.py:send_request():406] send_request: defer
2024-03-28 16:11:07,696 INFO    SenderThread:4360 [sender.py:send_request_defer():610] handle sender defer: 2
2024-03-28 16:11:07,696 INFO    SenderThread:4360 [sender.py:transition_state():614] send defer: 3
2024-03-28 16:11:07,696 DEBUG   SenderThread:4360 [sender.py:send():379] send: stats
2024-03-28 16:11:07,696 DEBUG   HandlerThread:4360 [handler.py:handle_request():146] handle_request: defer
2024-03-28 16:11:07,696 INFO    HandlerThread:4360 [handler.py:handle_request_defer():172] handle defer: 3
2024-03-28 16:11:07,696 DEBUG   SenderThread:4360 [sender.py:send_request():406] send_request: defer
2024-03-28 16:11:07,696 INFO    SenderThread:4360 [sender.py:send_request_defer():610] handle sender defer: 3
2024-03-28 16:11:07,696 INFO    SenderThread:4360 [sender.py:transition_state():614] send defer: 4
2024-03-28 16:11:07,696 DEBUG   HandlerThread:4360 [handler.py:handle_request():146] handle_request: defer
2024-03-28 16:11:07,696 INFO    HandlerThread:4360 [handler.py:handle_request_defer():172] handle defer: 4
2024-03-28 16:11:07,696 DEBUG   SenderThread:4360 [sender.py:send_request():406] send_request: defer
2024-03-28 16:11:07,696 INFO    SenderThread:4360 [sender.py:send_request_defer():610] handle sender defer: 4
2024-03-28 16:11:07,697 INFO    SenderThread:4360 [sender.py:transition_state():614] send defer: 5
2024-03-28 16:11:07,697 DEBUG   HandlerThread:4360 [handler.py:handle_request():146] handle_request: defer
2024-03-28 16:11:07,697 INFO    HandlerThread:4360 [handler.py:handle_request_defer():172] handle defer: 5
2024-03-28 16:11:07,697 DEBUG   SenderThread:4360 [sender.py:send():379] send: summary
2024-03-28 16:11:07,697 INFO    SenderThread:4360 [sender.py:_save_file():1390] saving file wandb-summary.json with policy end
2024-03-28 16:11:07,697 DEBUG   SenderThread:4360 [sender.py:send_request():406] send_request: defer
2024-03-28 16:11:07,697 INFO    SenderThread:4360 [sender.py:send_request_defer():610] handle sender defer: 5
2024-03-28 16:11:07,697 INFO    SenderThread:4360 [sender.py:transition_state():614] send defer: 6
2024-03-28 16:11:07,697 DEBUG   HandlerThread:4360 [handler.py:handle_request():146] handle_request: defer
2024-03-28 16:11:07,697 INFO    HandlerThread:4360 [handler.py:handle_request_defer():172] handle defer: 6
2024-03-28 16:11:07,697 DEBUG   SenderThread:4360 [sender.py:send_request():406] send_request: defer
2024-03-28 16:11:07,697 INFO    SenderThread:4360 [sender.py:send_request_defer():610] handle sender defer: 6
2024-03-28 16:11:07,699 DEBUG   HandlerThread:4360 [handler.py:handle_request():146] handle_request: status_report
2024-03-28 16:11:07,794 INFO    SenderThread:4360 [sender.py:transition_state():614] send defer: 7
2024-03-28 16:11:07,794 DEBUG   HandlerThread:4360 [handler.py:handle_request():146] handle_request: defer
2024-03-28 16:11:07,794 INFO    HandlerThread:4360 [handler.py:handle_request_defer():172] handle defer: 7
2024-03-28 16:11:07,794 DEBUG   SenderThread:4360 [sender.py:send_request():406] send_request: defer
2024-03-28 16:11:07,794 INFO    SenderThread:4360 [sender.py:send_request_defer():610] handle sender defer: 7
2024-03-28 16:11:08,637 INFO    Thread-12 :4360 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/yujustin/SSD/DeepUL294Proj/DUL294P/wandb/run-20240328_161103-358j1d69/files/config.yaml
2024-03-28 16:11:08,638 INFO    Thread-12 :4360 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/yujustin/SSD/DeepUL294Proj/DUL294P/wandb/run-20240328_161103-358j1d69/files/output.log
2024-03-28 16:11:08,638 INFO    Thread-12 :4360 [dir_watcher.py:_on_file_created():271] file/dir created: /home/yujustin/SSD/DeepUL294Proj/DUL294P/wandb/run-20240328_161103-358j1d69/files/wandb-summary.json
2024-03-28 16:11:08,661 DEBUG   HandlerThread:4360 [handler.py:handle_request():146] handle_request: poll_exit
2024-03-28 16:11:09,167 INFO    SenderThread:4360 [sender.py:transition_state():614] send defer: 8
