2024-03-28 18:32:17,965 INFO    StreamThr :9719 [internal.py:wandb_internal():86] W&B internal server running at pid: 9719, started at: 2024-03-28 18:32:17.965427
2024-03-28 18:32:17,966 DEBUG   HandlerThread:9719 [handler.py:handle_request():146] handle_request: status
2024-03-28 18:32:17,967 INFO    WriterThread:9719 [datastore.py:open_for_write():87] open: /home/yujustin/SSD/DeepUL294Proj/DUL294P/wandb/run-20240328_183217-fig0wvlw/run-fig0wvlw.wandb
2024-03-28 18:32:17,967 DEBUG   SenderThread:9719 [sender.py:send():379] send: header
2024-03-28 18:32:17,968 DEBUG   SenderThread:9719 [sender.py:send():379] send: run
2024-03-28 18:32:18,270 INFO    SenderThread:9719 [dir_watcher.py:__init__():211] watching files in: /home/yujustin/SSD/DeepUL294Proj/DUL294P/wandb/run-20240328_183217-fig0wvlw/files
2024-03-28 18:32:18,270 INFO    SenderThread:9719 [sender.py:_start_run_threads():1124] run started: fig0wvlw with start time 1711675937.965174
2024-03-28 18:32:18,273 DEBUG   HandlerThread:9719 [handler.py:handle_request():146] handle_request: check_version
2024-03-28 18:32:18,274 DEBUG   SenderThread:9719 [sender.py:send_request():406] send_request: check_version
2024-03-28 18:32:18,323 DEBUG   HandlerThread:9719 [handler.py:handle_request():146] handle_request: run_start
2024-03-28 18:32:18,330 DEBUG   HandlerThread:9719 [system_info.py:__init__():26] System info init
2024-03-28 18:32:18,330 DEBUG   HandlerThread:9719 [system_info.py:__init__():41] System info init done
2024-03-28 18:32:18,330 INFO    HandlerThread:9719 [system_monitor.py:start():194] Starting system monitor
2024-03-28 18:32:18,330 INFO    SystemMonitor:9719 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-03-28 18:32:18,330 INFO    HandlerThread:9719 [system_monitor.py:probe():214] Collecting system info
2024-03-28 18:32:18,330 INFO    SystemMonitor:9719 [interfaces.py:start():190] Started cpu monitoring
2024-03-28 18:32:18,331 INFO    SystemMonitor:9719 [interfaces.py:start():190] Started disk monitoring
2024-03-28 18:32:18,331 INFO    SystemMonitor:9719 [interfaces.py:start():190] Started gpu monitoring
