2024-03-28 16:11:46,234 INFO    StreamThr :4560 [internal.py:wandb_internal():86] W&B internal server running at pid: 4560, started at: 2024-03-28 16:11:46.234339
2024-03-28 16:11:46,235 DEBUG   HandlerThread:4560 [handler.py:handle_request():146] handle_request: status
2024-03-28 16:11:46,236 INFO    WriterThread:4560 [datastore.py:open_for_write():87] open: /home/yujustin/SSD/DeepUL294Proj/DUL294P/wandb/run-20240328_161146-106lwwoh/run-106lwwoh.wandb
2024-03-28 16:11:46,236 DEBUG   SenderThread:4560 [sender.py:send():379] send: header
2024-03-28 16:11:46,238 DEBUG   SenderThread:4560 [sender.py:send():379] send: run
2024-03-28 16:11:46,641 INFO    SenderThread:4560 [dir_watcher.py:__init__():211] watching files in: /home/yujustin/SSD/DeepUL294Proj/DUL294P/wandb/run-20240328_161146-106lwwoh/files
2024-03-28 16:11:46,641 INFO    SenderThread:4560 [sender.py:_start_run_threads():1124] run started: 106lwwoh with start time 1711667506.23422
2024-03-28 16:11:46,644 DEBUG   HandlerThread:4560 [handler.py:handle_request():146] handle_request: check_version
2024-03-28 16:11:46,644 DEBUG   SenderThread:4560 [sender.py:send_request():406] send_request: check_version
2024-03-28 16:11:46,696 DEBUG   HandlerThread:4560 [handler.py:handle_request():146] handle_request: run_start
2024-03-28 16:11:46,702 DEBUG   HandlerThread:4560 [system_info.py:__init__():26] System info init
2024-03-28 16:11:46,702 DEBUG   HandlerThread:4560 [system_info.py:__init__():41] System info init done
2024-03-28 16:11:46,702 INFO    HandlerThread:4560 [system_monitor.py:start():194] Starting system monitor
2024-03-28 16:11:46,702 INFO    SystemMonitor:4560 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-03-28 16:11:46,702 INFO    HandlerThread:4560 [system_monitor.py:probe():214] Collecting system info
2024-03-28 16:11:46,703 INFO    SystemMonitor:4560 [interfaces.py:start():190] Started cpu monitoring
2024-03-28 16:11:46,703 INFO    SystemMonitor:4560 [interfaces.py:start():190] Started disk monitoring
2024-03-28 16:11:46,703 INFO    SystemMonitor:4560 [interfaces.py:start():190] Started gpu monitoring
2024-03-28 16:11:46,704 INFO    SystemMonitor:4560 [interfaces.py:start():190] Started memory monitoring
