2024-03-28 18:53:30,350 INFO    StreamThr :12235 [internal.py:wandb_internal():86] W&B internal server running at pid: 12235, started at: 2024-03-28 18:53:30.350572
2024-03-28 18:53:30,351 DEBUG   HandlerThread:12235 [handler.py:handle_request():146] handle_request: status
2024-03-28 18:53:30,352 INFO    WriterThread:12235 [datastore.py:open_for_write():87] open: /home/yujustin/SSD/DeepUL294Proj/DUL294P/wandb/run-20240328_185330-bsjrvjai/run-bsjrvjai.wandb
2024-03-28 18:53:30,352 DEBUG   SenderThread:12235 [sender.py:send():379] send: header
2024-03-28 18:53:30,354 DEBUG   SenderThread:12235 [sender.py:send():379] send: run
2024-03-28 18:53:30,660 INFO    SenderThread:12235 [dir_watcher.py:__init__():211] watching files in: /home/yujustin/SSD/DeepUL294Proj/DUL294P/wandb/run-20240328_185330-bsjrvjai/files
2024-03-28 18:53:30,660 INFO    SenderThread:12235 [sender.py:_start_run_threads():1124] run started: bsjrvjai with start time 1711677210.350489
2024-03-28 18:53:30,664 DEBUG   HandlerThread:12235 [handler.py:handle_request():146] handle_request: check_version
2024-03-28 18:53:30,664 DEBUG   SenderThread:12235 [sender.py:send_request():406] send_request: check_version
2024-03-28 18:53:30,717 DEBUG   HandlerThread:12235 [handler.py:handle_request():146] handle_request: run_start
2024-03-28 18:53:30,724 DEBUG   HandlerThread:12235 [system_info.py:__init__():26] System info init
2024-03-28 18:53:30,724 DEBUG   HandlerThread:12235 [system_info.py:__init__():41] System info init done
2024-03-28 18:53:30,724 INFO    HandlerThread:12235 [system_monitor.py:start():194] Starting system monitor
2024-03-28 18:53:30,724 INFO    SystemMonitor:12235 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-03-28 18:53:30,724 INFO    HandlerThread:12235 [system_monitor.py:probe():214] Collecting system info
2024-03-28 18:53:30,724 INFO    SystemMonitor:12235 [interfaces.py:start():190] Started cpu monitoring
2024-03-28 18:53:30,725 INFO    SystemMonitor:12235 [interfaces.py:start():190] Started disk monitoring
2024-03-28 18:53:30,725 INFO    SystemMonitor:12235 [interfaces.py:start():190] Started gpu monitoring
2024-03-28 18:53:30,725 INFO    SystemMonitor:12235 [interfaces.py:start():190] Started memory monitoring
2024-03-28 18:53:30,726 INFO    SystemMonitor:12235 [interfaces.py:start():190] Started network monitoring
2024-03-28 18:53:30,735 DEBUG   HandlerThread:12235 [system_info.py:probe():150] Probing system
2024-03-28 18:53:30,736 DEBUG   HandlerThread:12235 [system_info.py:_probe_git():135] Probing git
2024-03-28 18:53:30,740 DEBUG   HandlerThread:12235 [system_info.py:_probe_git():143] Probing git done
2024-03-28 18:53:30,740 DEBUG   HandlerThread:12235 [system_info.py:probe():198] Probing system done
2024-03-28 18:53:30,740 DEBUG   HandlerThread:12235 [system_monitor.py:probe():223] {'os': 'Linux-6.5.0-26-generic-x86_64-with-glibc2.35', 'python': '3.11.8', 'heartbeatAt': '2024-03-29T01:53:30.735151', 'startedAt': '2024-03-29T01:53:30.348619', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/home/yujustin/SSD/DeepUL294Proj/DUL294P/train_gen.py', 'codePathLocal': 'train_gen.py', 'codePath': 'DUL294P/train_gen.py', 'git': {'remote': 'https://github.com/uynitsuj/DeepUL294Proj.git', 'commit': '4ea2c2a333414e16ff3586a1e02b27ded374213c'}, 'email': 'yujustin8@gmail.com', 'root': '/home/yujustin/SSD/DeepUL294Proj', 'host': 'Guilty-Spark', 'username': 'yujustin', 'executable': '/home/yujustin/anaconda3/envs/fov/bin/python', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 2313.4, 'min': 400.0, 'max': 5573.0}, 'cpu_freq_per_core': [{'current': 3584.196, 'min': 400.0, 'max': 5573.0}, {'current': 4148.916, 'min': 400.0, 'max': 5573.0}, {'current': 4446.328, 'min': 400.0, 'max': 5573.0}, {'current': 3595.044, 'min': 400.0, 'max': 5573.0}, {'current': 4486.348, 'min': 400.0, 'max': 5573.0}, {'current': 400.0, 'min': 400.0, 'max': 5573.0}, {'current': 400.0, 'min': 400.0, 'max': 5573.0}, {'current': 400.0, 'min': 400.0, 'max': 5573.0}, {'current': 4120.868, 'min': 400.0, 'max': 5573.0}, {'current': 400.0, 'min': 400.0, 'max': 5573.0}, {'current': 400.0, 'min': 400.0, 'max': 5573.0}, {'current': 400.0, 'min': 400.0, 'max': 5573.0}, {'current': 4491.111, 'min': 400.0, 'max': 5573.0}, {'current': 4463.342, 'min': 400.0, 'max': 5573.0}, {'current': 400.0, 'min': 400.0, 'max': 5573.0}, {'current': 4192.769, 'min': 400.0, 'max': 5573.0}], 'disk': {'/': {'total': 567.2868194580078, 'used': 412.81055450439453}}, 'gpu': 'NVIDIA GeForce RTX 4090', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 4090', 'memory_total': 25757220864}], 'memory': {'total': 30.49289321899414}}
2024-03-28 18:53:30,740 INFO    HandlerThread:12235 [system_monitor.py:probe():224] Finished collecting system info
2024-03-28 18:53:30,740 INFO    HandlerThread:12235 [system_monitor.py:probe():227] Publishing system info
2024-03-28 18:53:30,740 DEBUG   HandlerThread:12235 [system_info.py:_save_conda():207] Saving list of conda packages installed into the current environment
2024-03-28 18:53:31,661 INFO    Thread-12 :12235 [dir_watcher.py:_on_file_created():271] file/dir created: /home/yujustin/SSD/DeepUL294Proj/DUL294P/wandb/run-20240328_185330-bsjrvjai/files/conda-environment.yaml
2024-03-28 18:53:32,607 DEBUG   HandlerThread:12235 [system_info.py:_save_conda():222] Saving conda packages done
2024-03-28 18:53:32,607 DEBUG   HandlerThread:12235 [system_info.py:_save_code():44] Saving code
2024-03-28 18:53:32,609 DEBUG   HandlerThread:12235 [system_info.py:_save_code():65] Saving code done
2024-03-28 18:53:32,609 DEBUG   HandlerThread:12235 [system_info.py:_save_patches():82] Saving git patches
2024-03-28 18:53:32,650 DEBUG   HandlerThread:12235 [system_info.py:_save_patches():124] Saving git patches done
2024-03-28 18:53:32,650 INFO    HandlerThread:12235 [system_monitor.py:probe():229] Finished publishing system info
2024-03-28 18:53:32,651 DEBUG   SenderThread:12235 [sender.py:send():379] send: files
2024-03-28 18:53:32,651 INFO    SenderThread:12235 [sender.py:_save_file():1390] saving file wandb-metadata.json with policy now
2024-03-28 18:53:32,651 INFO    SenderThread:12235 [sender.py:_save_file():1390] saving file code/DUL294P/train_gen.py with policy now
2024-03-28 18:53:32,651 INFO    SenderThread:12235 [sender.py:_save_file():1390] saving file diff.patch with policy now
2024-03-28 18:53:32,661 INFO    Thread-12 :12235 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/yujustin/SSD/DeepUL294Proj/DUL294P/wandb/run-20240328_185330-bsjrvjai/files/conda-environment.yaml
2024-03-28 18:53:32,661 INFO    Thread-12 :12235 [dir_watcher.py:_on_file_created():271] file/dir created: /home/yujustin/SSD/DeepUL294Proj/DUL294P/wandb/run-20240328_185330-bsjrvjai/files/wandb-metadata.json
2024-03-28 18:53:32,661 INFO    Thread-12 :12235 [dir_watcher.py:_on_file_created():271] file/dir created: /home/yujustin/SSD/DeepUL294Proj/DUL294P/wandb/run-20240328_185330-bsjrvjai/files/diff.patch
2024-03-28 18:53:32,661 INFO    Thread-12 :12235 [dir_watcher.py:_on_file_created():271] file/dir created: /home/yujustin/SSD/DeepUL294Proj/DUL294P/wandb/run-20240328_185330-bsjrvjai/files/code/DUL294P/train_gen.py
2024-03-28 18:53:32,661 INFO    Thread-12 :12235 [dir_watcher.py:_on_file_created():271] file/dir created: /home/yujustin/SSD/DeepUL294Proj/DUL294P/wandb/run-20240328_185330-bsjrvjai/files/code/DUL294P
2024-03-28 18:53:32,661 INFO    Thread-12 :12235 [dir_watcher.py:_on_file_created():271] file/dir created: /home/yujustin/SSD/DeepUL294Proj/DUL294P/wandb/run-20240328_185330-bsjrvjai/files/code
2024-03-28 18:53:32,700 DEBUG   HandlerThread:12235 [handler.py:handle_request():146] handle_request: python_packages
2024-03-28 18:53:32,700 DEBUG   SenderThread:12235 [sender.py:send_request():406] send_request: python_packages
2024-03-28 18:53:32,700 DEBUG   HandlerThread:12235 [handler.py:handle_request():146] handle_request: stop_status
2024-03-28 18:53:32,701 DEBUG   SenderThread:12235 [sender.py:send_request():406] send_request: stop_status
2024-03-28 18:53:32,701 DEBUG   HandlerThread:12235 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-28 18:53:32,917 DEBUG   SenderThread:12235 [sender.py:send():379] send: telemetry
