2024-03-28 15:57:10,910 INFO    StreamThr :10597 [internal.py:wandb_internal():86] W&B internal server running at pid: 10597, started at: 2024-03-28 15:57:10.910187
2024-03-28 15:57:10,911 DEBUG   HandlerThread:10597 [handler.py:handle_request():146] handle_request: status
2024-03-28 15:57:10,912 INFO    WriterThread:10597 [datastore.py:open_for_write():87] open: /home/yujustin/SSD/DeepUL294Proj/DUL294P/wandb/run-20240328_155710-dg5872oa/run-dg5872oa.wandb
2024-03-28 15:57:10,912 DEBUG   SenderThread:10597 [sender.py:send():379] send: header
2024-03-28 15:57:10,913 DEBUG   SenderThread:10597 [sender.py:send():379] send: run
2024-03-28 15:57:11,155 INFO    SenderThread:10597 [dir_watcher.py:__init__():211] watching files in: /home/yujustin/SSD/DeepUL294Proj/DUL294P/wandb/run-20240328_155710-dg5872oa/files
2024-03-28 15:57:11,155 INFO    SenderThread:10597 [sender.py:_start_run_threads():1124] run started: dg5872oa with start time 1711666630.910028
2024-03-28 15:57:11,158 DEBUG   HandlerThread:10597 [handler.py:handle_request():146] handle_request: check_version
2024-03-28 15:57:11,158 DEBUG   SenderThread:10597 [sender.py:send_request():406] send_request: check_version
2024-03-28 15:57:11,313 DEBUG   HandlerThread:10597 [handler.py:handle_request():146] handle_request: run_start
2024-03-28 15:57:11,320 DEBUG   HandlerThread:10597 [system_info.py:__init__():26] System info init
2024-03-28 15:57:11,320 DEBUG   HandlerThread:10597 [system_info.py:__init__():41] System info init done
2024-03-28 15:57:11,320 INFO    HandlerThread:10597 [system_monitor.py:start():194] Starting system monitor
2024-03-28 15:57:11,320 INFO    SystemMonitor:10597 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-03-28 15:57:11,320 INFO    HandlerThread:10597 [system_monitor.py:probe():214] Collecting system info
2024-03-28 15:57:11,320 INFO    SystemMonitor:10597 [interfaces.py:start():190] Started cpu monitoring
2024-03-28 15:57:11,321 INFO    SystemMonitor:10597 [interfaces.py:start():190] Started disk monitoring
2024-03-28 15:57:11,321 INFO    SystemMonitor:10597 [interfaces.py:start():190] Started gpu monitoring
2024-03-28 15:57:11,321 INFO    SystemMonitor:10597 [interfaces.py:start():190] Started memory monitoring
2024-03-28 15:57:11,322 INFO    SystemMonitor:10597 [interfaces.py:start():190] Started network monitoring
2024-03-28 15:57:11,331 DEBUG   HandlerThread:10597 [system_info.py:probe():150] Probing system
2024-03-28 15:57:11,332 DEBUG   HandlerThread:10597 [system_info.py:_probe_git():135] Probing git
2024-03-28 15:57:11,336 DEBUG   HandlerThread:10597 [system_info.py:_probe_git():143] Probing git done
2024-03-28 15:57:11,336 DEBUG   HandlerThread:10597 [system_info.py:probe():198] Probing system done
